batch_id,timestamp,temperature,conveyor_speed,hold_time,batch_size,material_type,hour_of_day,operator_exp,temp_speed_product,temp_deviation,speed_deviation,hold_per_kg,shift,hours_into_shift,quality_score,yield_pct,performance_pct,energy_kwh,co2_kg,energy_per_kg,fault_type
B0134,2025-09-10 00:27:39,53.0,221.5,60.6,517.0,0,9,1,11739.5,6.309450000000005,51.77295000000001,0.1172147001934236,0,3,93.6,95.7,60.0,44.5,36.49,0.086074,bearing_wear
B0135,2025-09-12 05:49:46,61.1,151.7,41.4,508.0,2,12,0,9268.869999999999,1.790549999999996,18.027050000000003,0.08149606299212599,0,6,99.9,89.2,87.0,32.7,26.81,0.06437,normal
B0136,2025-09-08 12:27:20,62.4,150.7,40.6,498.0,0,11,1,9403.679999999998,3.0905499999999932,19.027050000000003,0.08152610441767069,0,5,97.6,88.0,86.5,32.6,26.73,0.065462,normal
B0137,2025-09-12 07:32:54,63.7,138.1,35.2,506.0,1,15,1,8796.97,4.3905499999999975,31.627049999999997,0.06956521739130435,1,1,100.0,87.5,100.0,30.7,25.17,0.060672,normal
B0138,2025-09-08 02:05:27,62.9,145.7,38.4,504.0,1,21,1,9164.529999999999,3.5905499999999932,24.027050000000003,0.07619047619047618,1,7,100.0,89.0,92.5,31.7,25.99,0.062897,normal
B0139,2025-09-10 19:28:05,70.8,99.7,28.2,505.0,0,7,1,7058.76,11.490549999999992,70.02704999999999,0.05584158415841584,0,1,100.0,83.8,100.0,26.7,21.89,0.052871,bearing_wear
B0140,2025-09-07 21:04:53,70.3,109.2,29.4,508.0,0,15,0,7676.76,10.990549999999992,60.52704999999999,0.05787401574803149,1,1,100.0,83.1,100.0,27.2,22.3,0.053543,calibration_needed
B0141,2025-09-12 01:07:14,62.3,144.2,38.1,500.0,0,16,1,8983.659999999998,2.990549999999992,25.527050000000003,0.0762,1,2,99.2,89.5,92.8,31.6,25.91,0.0632,normal
B0142,2025-09-14 04:50:19,58.4,169.6,48.0,509.0,0,20,2,9904.64,0.9094500000000068,0.127049999999997,0.09430255402750491,1,6,100.0,92.6,77.8,35.8,29.36,0.070334,normal
B0143,2025-09-09 16:28:03,58.6,167.1,45.8,505.0,0,11,1,9792.06,0.7094500000000039,2.627049999999997,0.09069306930693069,0,5,99.4,89.3,82.0,34.7,28.45,0.068713,calibration_needed
B0144,2025-09-12 07:33:52,61.9,140.3,36.8,507.0,2,8,2,8684.57,2.5905499999999932,29.42704999999998,0.07258382642998026,0,2,100.0,87.5,96.5,31.0,25.42,0.061144,normal
B0145,2025-09-14 22:52:42,66.5,139.4,36.3,500.0,0,11,1,9270.1,7.190549999999995,30.327049999999986,0.0726,0,5,100.0,86.4,93.4,30.6,25.09,0.0612,normal
B0146,2025-09-07 08:06:50,63.1,129.9,36.9,496.0,2,13,2,8196.69,3.790549999999996,39.827049999999986,0.07439516129032257,0,7,100.0,88.8,97.0,29.9,24.52,0.060282,normal
B0147,2025-09-08 11:15:39,52.1,221.9,60.3,516.0,0,11,2,11560.99,7.209450000000004,52.172950000000014,0.11686046511627907,0,5,95.9,97.5,60.0,44.0,36.08,0.085271,normal
B0148,2025-09-13 12:55:34,55.4,193.2,53.3,500.0,0,15,0,10703.279999999999,3.9094500000000068,23.472949999999997,0.1066,1,1,94.4,95.0,73.7,39.0,31.98,0.078,normal
B0149,2025-09-13 20:57:43,51.4,215.6,57.6,511.0,0,7,1,11081.84,7.909450000000007,45.87295,0.112720156555773,0,1,93.8,94.4,62.7,42.6,34.93,0.083366,calibration_needed
B0150,2025-09-13 20:56:39,63.6,138.8,35.2,510.0,2,8,2,8827.68,4.290549999999996,30.92704999999998,0.06901960784313727,0,2,100.0,85.8,99.2,30.7,25.17,0.060196,normal
B0151,2025-09-08 04:21:57,63.1,139.9,36.6,497.0,0,15,0,8827.69,3.790549999999996,29.827049999999986,0.07364185110663984,1,1,100.0,87.1,96.9,31.0,25.42,0.062374,normal
B0152,2025-09-09 02:41:33,63.2,157.1,41.5,503.0,2,10,1,9928.72,3.8905499999999975,12.627049999999997,0.08250497017892644,0,4,99.4,89.2,89.0,33.5,27.47,0.0666,normal
B0153,2025-09-16 11:53:10,53.8,202.0,56.6,506.0,0,19,1,10867.599999999999,5.509450000000008,32.27295000000001,0.11185770750988143,1,5,96.0,95.5,66.9,41.9,34.36,0.082806,normal
B0154,2025-09-11 01:51:39,60.2,150.2,39.9,510.0,1,11,0,9042.039999999999,0.8905499999999975,19.527050000000003,0.07823529411764706,0,5,99.4,89.4,87.3,32.5,26.65,0.063725,normal
B0155,2025-09-09 18:31:26,66.9,119.0,31.3,507.0,1,17,2,7961.1,7.59055,50.72704999999999,0.06173570019723866,1,3,100.0,85.8,100.0,28.7,23.53,0.056607,normal
B0156,2025-09-10 05:18:26,62.2,149.5,41.3,502.0,2,17,1,9298.9,2.8905499999999975,20.22704999999999,0.08227091633466135,1,3,99.2,90.2,87.0,32.7,26.81,0.065139,bearing_wear
B0157,2025-09-08 15:10:44,60.9,157.3,40.9,503.0,1,6,1,9579.57,1.5905499999999932,12.42704999999998,0.08131212723658052,0,0,98.0,89.1,85.5,33.2,27.22,0.066004,normal
B0158,2025-09-16 04:09:07,48.7,234.6,65.0,510.0,2,18,1,11425.02,10.609450000000002,64.87295,0.12745098039215685,1,4,92.9,97.3,60.0,47.8,39.2,0.093725,normal
B0159,2025-09-11 01:01:17,64.9,137.4,37.2,505.0,1,8,2,8917.260000000002,5.59055,32.327049999999986,0.07366336633663367,0,2,100.0,89.3,98.2,30.3,24.85,0.06,normal
B0160,2025-09-17 09:42:19,57.5,177.0,48.4,492.0,0,15,1,10177.5,1.8094500000000053,7.272950000000009,0.0983739837398374,1,1,96.8,93.5,72.3,36.9,30.26,0.075,normal
B0161,2025-09-17 09:12:27,61.8,150.7,41.9,499.0,0,17,2,9313.259999999998,2.490549999999992,19.027050000000003,0.08396793587174349,1,3,98.0,90.3,87.3,32.7,26.81,0.065531,normal
B0162,2025-09-15 14:15:41,60.4,148.4,39.4,489.0,1,7,0,8963.36,1.0905499999999932,21.327049999999986,0.08057259713701431,0,1,99.4,89.8,84.6,32.5,26.65,0.066462,normal
B0163,2025-09-16 20:17:19,62.9,151.6,41.3,506.0,1,7,2,9535.64,3.5905499999999932,18.127049999999997,0.0816205533596838,0,1,99.9,89.1,85.8,32.6,26.73,0.064427,bearing_wear
B0164,2025-09-11 23:14:40,67.0,120.4,31.1,501.0,0,16,1,8066.8,7.690549999999995,49.327049999999986,0.062075848303393216,1,2,100.0,86.5,100.0,28.5,23.37,0.056886,wet_material
B0165,2025-09-11 21:28:32,57.3,180.2,49.3,507.0,0,11,1,10325.46,2.009450000000008,10.472949999999997,0.0972386587771203,0,5,95.9,94.2,72.6,37.6,30.83,0.074162,normal
B0166,2025-09-16 01:12:27,50.2,241.0,62.8,521.0,2,19,1,12098.2,9.109450000000002,71.27295000000001,0.12053742802303262,1,5,91.8,97.3,60.0,47.7,39.11,0.091555,normal
B0167,2025-09-14 09:21:30,55.1,182.2,47.3,496.0,1,19,0,10039.22,4.209450000000004,12.472949999999997,0.09536290322580644,1,5,98.7,91.9,77.0,36.6,30.01,0.07379,normal
B0168,2025-09-12 02:21:15,60.3,150.3,39.6,503.0,0,16,1,9063.09,0.9905499999999918,19.42704999999998,0.07872763419483102,1,2,96.0,90.1,89.0,32.9,26.98,0.065408,calibration_needed
B0169,2025-09-15 06:38:01,69.5,100.6,28.3,506.0,0,18,2,6991.7,10.190549999999995,69.12705,0.055928853754940715,1,4,100.0,85.9,100.0,26.5,21.73,0.052372,calibration_needed
B0170,2025-09-14 13:54:56,68.9,116.1,30.8,511.0,1,16,1,7999.29,9.59055,53.62705,0.06027397260273973,1,2,100.0,85.7,100.0,27.9,22.88,0.054599,normal
B0171,2025-09-08 19:48:50,61.4,154.6,40.6,504.0,0,8,0,9492.439999999999,2.0905499999999932,15.127049999999997,0.08055555555555556,0,2,98.0,89.8,89.4,33.4,27.39,0.06627,bearing_wear
B0172,2025-09-14 10:32:26,49.3,240.4,62.0,518.0,0,12,2,11851.72,10.009450000000008,70.67295000000001,0.11969111969111969,0,6,93.2,96.9,60.0,47.1,38.62,0.090927,calibration_needed
B0173,2025-09-17 17:26:56,62.8,143.7,37.5,502.0,1,9,1,9024.359999999999,3.490549999999992,26.027050000000003,0.07470119521912351,0,3,99.8,88.3,92.5,31.4,25.75,0.06255,bearing_wear
B0174,2025-09-15 22:53:59,56.1,179.7,49.1,494.0,0,19,2,10081.17,3.209450000000004,9.972949999999997,0.09939271255060729,1,5,96.9,94.3,72.8,37.2,30.5,0.075304,wet_material
B0175,2025-09-19 08:05:32,63.4,128.8,36.7,504.0,1,18,1,8165.920000000001,4.090549999999993,40.92704999999998,0.07281746031746032,1,4,100.0,87.9,96.2,30.2,24.76,0.059921,wet_material
B0176,2025-09-14 01:10:57,65.0,124.7,33.6,507.0,2,16,1,8105.5,5.690549999999995,45.02704999999999,0.06627218934911243,1,2,100.0,86.9,100.0,29.0,23.78,0.057199,normal
B0177,2025-09-14 19:43:10,65.2,125.9,33.1,507.0,2,17,1,8208.68,5.8905499999999975,43.827049999999986,0.06528599605522682,1,3,100.0,87.6,99.9,29.1,23.86,0.057396,normal
B0178,2025-09-17 15:23:31,68.9,116.6,31.3,507.0,0,19,2,8033.740000000001,9.59055,53.12705,0.06173570019723866,1,5,100.0,85.7,100.0,27.8,22.8,0.054832,wet_material
B0179,2025-09-13 22:08:00,69.2,108.0,29.1,504.0,0,16,1,7473.6,9.890549999999998,61.72704999999999,0.05773809523809524,1,2,100.0,83.1,100.0,27.1,22.22,0.05377,bearing_wear
B0180,2025-09-12 07:25:45,47.5,242.4,69.0,530.0,2,19,2,11514.0,11.809450000000005,72.67295000000001,0.13018867924528302,1,5,91.5,96.6,60.0,50.0,41.0,0.09434,normal
B0181,2025-09-13 06:19:32,60.6,152.1,40.4,505.0,2,11,1,9217.26,1.290549999999996,17.627049999999997,0.08,0,5,96.8,88.7,86.0,32.6,26.73,0.064554,normal
B0182,2025-09-17 04:22:13,72.2,90.7,23.9,503.0,0,14,1,6548.540000000001,12.890549999999998,79.02704999999999,0.04751491053677932,1,0,100.0,82.0,100.0,25.2,20.66,0.050099,normal
B0183,2025-09-11 22:41:04,55.4,190.8,53.0,505.0,0,11,1,10570.32,3.9094500000000068,21.07295000000002,0.10495049504950495,0,5,95.2,94.3,69.8,39.0,31.98,0.077228,wet_material
B0184,2025-09-11 15:30:09,63.7,144.3,37.8,502.0,0,14,0,9191.910000000002,4.3905499999999975,25.42704999999998,0.07529880478087649,1,0,98.6,89.6,93.8,31.6,25.91,0.062948,normal
B0185,2025-09-14 06:05:55,52.7,217.0,57.9,524.0,2,12,2,11435.900000000001,6.6094500000000025,47.27295000000001,0.11049618320610687,0,6,95.2,95.9,60.3,43.9,36.0,0.083779,normal
B0186,2025-09-17 23:00:21,55.1,195.4,52.5,493.0,1,13,1,10766.54,4.209450000000004,25.672950000000014,0.10649087221095335,0,7,96.4,93.8,70.4,38.9,31.9,0.078905,normal
B0187,2025-09-14 00:25:02,55.5,193.5,52.3,494.0,0,20,1,10739.25,3.8094500000000053,23.77295000000001,0.10587044534412955,1,6,96.7,94.8,68.6,39.3,32.23,0.079555,normal
B0188,2025-09-14 19:35:28,56.4,200.8,54.4,511.0,1,14,1,11325.12,2.9094500000000068,31.07295000000002,0.10645792563600782,1,0,94.9,94.8,64.7,39.7,32.55,0.077691,normal
B0189,2025-09-11 18:21:12,59.7,161.5,44.3,495.0,0,13,1,9641.550000000001,0.3905499999999975,8.227049999999991,0.08949494949494949,0,7,100.0,89.3,83.7,33.8,27.72,0.068283,normal
B0190,2025-09-19 17:29:50,66.7,120.1,31.6,504.0,0,15,1,8010.67,7.3905499999999975,49.62705,0.0626984126984127,1,1,100.0,85.8,100.0,28.6,23.45,0.056746,normal
B0191,2025-09-15 05:29:44,53.3,206.0,56.6,512.0,0,13,1,10979.8,6.009450000000008,36.27295000000001,0.110546875,0,7,95.1,95.1,66.1,41.6,34.11,0.08125,normal
B0192,2025-09-14 15:25:56,63.5,145.0,38.0,495.0,2,8,1,9207.5,4.190549999999995,24.72704999999999,0.07676767676767676,0,2,100.0,87.1,93.7,31.7,25.99,0.06404,bearing_wear
B0193,2025-09-15 21:40:41,43.7,273.2,72.6,525.0,0,20,0,11938.84,15.609450000000002,103.47295,0.13828571428571426,1,6,90.5,99.2,60.0,55.3,45.35,0.105333,normal
B0194,2025-09-17 12:53:25,66.7,126.5,32.5,510.0,0,16,1,8437.550000000001,7.3905499999999975,43.22704999999999,0.06372549019607843,1,2,100.0,85.5,99.6,29.0,23.78,0.056863,normal
B0195,2025-09-15 20:09:42,53.9,198.3,55.0,507.0,0,13,1,10688.37,5.409450000000007,28.57295000000002,0.10848126232741617,0,7,95.4,92.8,69.3,40.3,33.05,0.079487,normal
B0196,2025-09-14 13:04:06,51.9,220.8,61.8,517.0,0,21,1,11459.52,7.409450000000007,51.07295000000002,0.1195357833655706,1,7,94.5,95.5,60.0,45.3,37.15,0.087621,normal
B0197,2025-09-20 02:52:54,45.8,257.9,67.0,521.0,1,12,1,11811.819999999998,13.509450000000008,88.17294999999999,0.12859884836852206,0,6,91.8,98.6,60.0,52.4,42.97,0.100576,normal
B0198,2025-09-17 16:39:12,61.1,157.5,41.3,503.0,0,10,1,9623.25,1.790549999999996,12.227049999999991,0.08210735586481113,0,4,98.6,90.0,86.0,32.6,26.73,0.064811,normal
B0199,2025-09-15 09:14:45,54.4,198.6,53.2,498.0,1,6,1,10803.84,4.909450000000007,28.872950000000003,0.10682730923694779,0,0,96.6,93.7,68.1,39.2,32.14,0.078715,bearing_wear
B0200,2025-09-18 15:02:06,67.1,140.3,36.3,492.0,0,9,2,9414.13,7.790549999999989,29.42704999999998,0.07378048780487804,0,3,100.0,86.4,89.9,30.5,25.01,0.061992,normal
B0201,2025-09-13 18:04:26,62.8,147.6,38.5,499.0,0,16,1,9269.279999999999,3.490549999999992,22.127049999999997,0.07715430861723446,1,2,100.0,89.8,93.6,31.5,25.83,0.063126,normal
B0202,2025-09-10 14:28:24,73.2,91.8,23.7,515.0,0,15,1,6719.76,13.890549999999998,77.92705,0.04601941747572815,1,1,100.0,80.6,100.0,25.4,20.83,0.04932,bearing_wear
B0203,2025-09-12 04:21:05,65.1,134.2,36.9,501.0,0,8,2,8736.419999999998,5.790549999999989,35.52705,0.07365269461077845,0,2,100.0,89.6,99.5,30.2,24.76,0.060279,calibration_needed
B0204,2025-09-11 14:07:00,63.5,137.8,37.3,501.0,1,14,1,8750.300000000001,4.190549999999995,31.92704999999998,0.07445109780439121,1,0,99.0,88.8,95.5,31.1,25.5,0.062076,normal
B0205,2025-09-16 04:30:38,65.7,119.8,31.5,509.0,0,8,1,7870.860000000001,6.3905499999999975,49.927049999999994,0.0618860510805501,0,2,100.0,88.0,98.8,28.3,23.21,0.055599,normal
B0206,2025-09-09 23:15:12,70.0,111.9,29.2,508.0,1,19,2,7833.0,10.690549999999995,57.827049999999986,0.05748031496062992,1,5,100.0,86.2,100.0,27.2,22.3,0.053543,normal
B0207,2025-09-13 14:27:31,43.3,272.1,71.3,523.0,0,8,1,11781.93,16.009450000000008,102.37295000000003,0.13632887189292542,0,2,90.2,99.2,60.0,55.0,45.1,0.105163,normal
B0208,2025-09-13 08:44:39,68.7,111.7,30.2,511.0,0,7,1,7673.790000000001,9.390549999999998,58.02704999999999,0.059099804305283755,0,1,100.0,86.1,100.0,27.5,22.55,0.053816,normal
B0209,2025-09-18 07:55:49,64.8,132.9,34.3,496.0,2,9,2,8611.92,5.490549999999992,36.827049999999986,0.06915322580645161,0,3,100.0,87.8,100.0,29.8,24.44,0.060081,normal
B0210,2025-09-21 00:05:27,62.5,161.1,43.7,501.0,0,9,1,10068.75,3.1905499999999947,8.627049999999997,0.08722554890219561,0,3,99.7,87.8,81.6,34.2,28.04,0.068263,normal
B0211,2025-09-21 19:21:53,62.4,142.8,37.2,500.0,0,12,0,8910.720000000001,3.0905499999999932,26.92704999999998,0.07440000000000001,0,6,100.0,88.0,96.8,30.9,25.34,0.0618,normal
B0212,2025-09-22 10:55:00,63.0,137.9,37.0,506.0,1,8,0,8687.7,3.6905499999999947,31.827049999999986,0.07312252964426877,0,2,100.0,88.7,95.1,31.0,25.42,0.061265,normal
B0213,2025-09-16 15:37:18,61.1,156.6,39.8,505.0,0,6,1,9568.26,1.790549999999996,13.127049999999997,0.07881188118811881,0,0,98.7,88.1,86.1,33.0,27.06,0.065347,normal
B0214,2025-09-18 14:16:45,61.5,153.4,40.3,491.0,1,16,2,9434.1,2.1905499999999947,16.327049999999986,0.08207739307535641,1,2,99.9,89.0,85.7,33.0,27.06,0.06721,normal
B0215,2025-09-21 13:24:05,72.1,97.3,25.4,512.0,1,9,1,7015.329999999999,12.790549999999989,72.42705,0.049609375,0,3,100.0,82.4,100.0,25.6,20.99,0.05,normal
B0216,2025-09-13 12:04:04,59.4,158.8,43.8,499.0,0,15,1,9432.720000000001,0.09054999999999325,10.92704999999998,0.0877755511022044,1,1,99.3,90.3,85.7,34.0,27.88,0.068136,normal
B0217,2025-09-23 06:26:48,66.7,110.8,30.6,510.0,0,20,0,7390.36,7.3905499999999975,58.927049999999994,0.060000000000000005,1,6,100.0,85.4,100.0,27.5,22.55,0.053922,wet_material
B0218,2025-09-12 19:18:07,58.5,172.5,48.3,494.0,1,18,2,10091.25,0.8094500000000053,2.7729500000000087,0.09777327935222671,1,4,96.7,91.5,77.5,36.2,29.68,0.073279,normal
B0219,2025-09-22 09:29:00,61.3,156.2,41.4,509.0,0,8,1,9575.06,1.9905499999999918,13.527050000000003,0.08133595284872298,0,2,98.3,88.4,89.9,33.4,27.39,0.065619,normal
B0220,2025-09-18 04:50:08,62.0,141.9,36.4,499.0,1,13,1,8797.800000000001,2.6905499999999947,27.827049999999986,0.07294589178356713,0,7,100.0,87.8,95.9,31.0,25.42,0.062124,normal
B0221,2025-09-16 20:06:37,47.5,251.1,65.8,517.0,1,20,1,11927.25,11.809450000000005,81.37295,0.12727272727272726,1,6,92.6,100.0,60.0,50.4,41.33,0.097485,calibration_needed
B0222,2025-09-17 16:30:47,62.7,142.9,38.0,498.0,1,15,0,8959.83,3.3905499999999975,26.827049999999986,0.07630522088353414,1,1,99.8,88.3,92.5,31.7,25.99,0.063655,normal
B0223,2025-09-21 02:48:19,64.2,136.0,34.9,509.0,0,11,2,8731.2,4.8905499999999975,33.72704999999999,0.06856581532416503,0,5,100.0,86.4,99.3,30.8,25.26,0.060511,normal
B0224,2025-09-20 07:05:04,59.0,149.3,40.3,502.0,1,14,2,8808.7,0.30945000000000533,20.42704999999998,0.0802788844621514,1,0,98.9,88.9,85.2,32.8,26.9,0.065339,normal
B0225,2025-09-12 11:12:34,67.3,111.8,29.7,501.0,0,21,0,7524.139999999999,7.990549999999992,57.927049999999994,0.0592814371257485,1,7,100.0,85.4,100.0,27.5,22.55,0.05489,normal
B0226,2025-09-17 17:02:07,56.5,179.5,48.5,494.0,0,13,0,10141.75,2.8094500000000053,9.772950000000009,0.09817813765182186,0,7,98.5,93.8,72.3,36.9,30.26,0.074696,normal
B0227,2025-09-14 01:05:37,68.0,113.9,30.1,506.0,1,6,2,7745.200000000001,8.690549999999995,55.827049999999986,0.05948616600790514,0,0,100.0,85.3,100.0,27.2,22.3,0.053755,normal
B0228,2025-09-13 15:13:27,54.5,190.6,52.8,498.0,1,17,0,10387.699999999999,4.809450000000005,20.872950000000003,0.10602409638554217,1,3,96.3,94.3,70.2,39.4,32.31,0.079116,normal
B0229,2025-09-14 02:18:31,61.0,152.8,41.3,499.0,1,20,1,9320.800000000001,1.6905499999999947,16.92704999999998,0.08276553106212424,1,6,99.1,90.3,85.3,32.5,26.65,0.06513,normal
B0230,2025-09-21 11:21:19,59.3,168.2,46.3,502.0,1,21,0,9974.259999999998,0.009450000000008174,1.5270500000000027,0.09223107569721115,1,7,97.6,90.7,81.8,35.1,28.78,0.06992,normal
B0231,2025-09-15 10:33:00,55.2,183.3,48.7,506.0,2,12,0,10118.160000000002,4.1094500000000025,13.57295000000002,0.09624505928853755,0,6,97.1,91.3,77.1,36.3,29.77,0.071739,normal
B0232,2025-09-23 08:26:38,63.2,144.8,38.0,492.0,2,19,1,9151.36,3.8905499999999975,24.92704999999998,0.07723577235772358,1,5,100.0,88.9,90.9,31.7,25.99,0.064431,normal
B0233,2025-09-20 02:36:46,62.7,159.9,43.5,502.0,1,10,1,10025.730000000001,3.3905499999999975,9.827049999999986,0.08665338645418327,0,4,99.6,87.2,83.9,34.1,27.96,0.067928,calibration_needed
B0234,2025-09-16 18:41:55,52.6,223.3,60.0,504.0,1,7,0,11745.580000000002,6.709450000000004,53.57295000000002,0.11904761904761904,0,1,93.9,96.3,60.0,44.1,36.16,0.0875,normal
B0235,2025-09-19 05:19:39,56.5,181.4,49.1,508.0,1,16,1,10249.1,2.8094500000000053,11.672950000000014,0.09665354330708661,1,2,97.1,92.4,71.8,36.7,30.09,0.072244,normal
B0236,2025-09-16 08:02:58,63.9,131.9,37.5,498.0,1,19,2,8428.41,4.590549999999993,37.827049999999986,0.07530120481927711,1,5,100.0,88.3,98.1,30.3,24.85,0.060843,normal
B0237,2025-09-16 20:36:42,67.6,120.1,30.9,505.0,2,19,1,8118.759999999999,8.290549999999989,49.62705,0.06118811881188119,1,5,100.0,87.0,100.0,28.4,23.29,0.056238,normal
B0238,2025-09-17 12:00:16,63.2,137.4,34.6,509.0,2,9,0,8683.68,3.8905499999999975,32.327049999999986,0.06797642436149312,0,3,100.0,87.9,99.7,30.5,25.01,0.059921,normal
B0239,2025-09-13 02:07:14,73.5,90.9,23.8,504.0,0,6,1,6681.150000000001,14.190549999999995,78.82704999999999,0.04722222222222222,0,0,100.0,82.4,100.0,25.4,20.83,0.050397,normal
B0240,2025-09-18 09:52:58,68.3,108.1,28.7,504.0,0,6,2,7383.23,8.990549999999992,61.62705,0.05694444444444444,0,0,100.0,84.5,100.0,27.1,22.22,0.05377,normal
B0241,2025-09-26 06:19:02,60.6,154.0,40.0,503.0,0,19,1,9332.4,1.290549999999996,15.727049999999991,0.07952286282306163,1,5,97.7,87.2,87.4,33.3,27.31,0.066203,calibration_needed
B0242,2025-09-15 01:24:16,62.2,147.8,39.6,506.0,1,10,1,9193.160000000002,2.8905499999999975,21.92704999999998,0.0782608695652174,0,4,99.9,89.5,86.8,32.7,26.81,0.064625,normal
B0243,2025-09-13 10:09:38,66.5,124.8,32.6,508.0,0,20,2,8299.199999999999,7.190549999999995,44.927049999999994,0.0641732283464567,1,6,100.0,89.2,100.0,29.0,23.78,0.057087,normal
B0244,2025-09-16 00:09:36,62.5,143.9,37.6,500.0,0,21,1,8993.75,3.1905499999999947,25.827049999999986,0.0752,1,7,100.0,89.6,92.9,31.5,25.83,0.063,normal
B0245,2025-09-18 14:53:15,50.4,227.3,60.9,506.0,2,20,1,11455.92,8.909450000000007,57.57295000000002,0.12035573122529644,1,6,93.1,97.8,60.0,45.5,37.31,0.089921,normal
B0246,2025-09-14 16:44:22,54.4,196.0,52.1,504.0,2,10,0,10662.4,4.909450000000007,26.27295000000001,0.10337301587301588,0,4,96.7,93.9,68.6,39.3,32.23,0.077976,normal
B0247,2025-09-23 00:54:26,55.3,192.0,53.2,493.0,1,16,0,10617.599999999999,4.009450000000008,22.27295000000001,0.1079107505070994,1,2,95.8,92.7,67.4,39.2,32.14,0.079513,normal
B0248,2025-09-26 03:44:22,60.9,148.1,40.2,494.0,2,9,2,9019.289999999999,1.5905499999999932,21.627049999999997,0.08137651821862349,0,3,97.6,88.9,88.3,32.5,26.65,0.065789,normal
B0249,2025-09-17 00:39:17,59.1,171.2,45.1,502.0,1,9,1,10117.92,0.2094500000000039,1.4729499999999973,0.08984063745019921,0,3,98.5,91.6,82.8,35.0,28.7,0.069721,bearing_wear
B0250,2025-09-24 21:05:19,55.0,193.3,52.1,498.0,1,21,1,10631.5,4.309450000000005,23.57295000000002,0.10461847389558233,1,7,98.7,94.2,71.2,39.2,32.14,0.078715,normal
B0251,2025-09-13 01:57:46,53.0,217.4,58.8,506.0,1,18,1,11522.2,6.309450000000005,47.672950000000014,0.11620553359683794,1,4,93.6,96.8,60.0,44.0,36.08,0.086957,normal
B0252,2025-09-21 07:10:50,52.8,215.9,58.5,507.0,1,7,2,11399.52,6.509450000000008,46.172950000000014,0.11538461538461539,0,1,93.9,97.5,60.0,44.3,36.33,0.087377,bearing_wear
B0253,2025-09-23 12:45:48,58.3,176.8,48.0,500.0,2,9,1,10307.44,1.0094500000000082,7.07295000000002,0.096,0,3,98.9,91.5,79.0,35.8,29.36,0.0716,normal
B0254,2025-09-13 01:00:07,54.4,188.9,51.5,494.0,2,21,0,10276.16,4.909450000000007,19.172950000000014,0.10425101214574899,1,7,95.1,94.2,71.0,39.6,32.47,0.080162,normal
B0255,2025-09-25 10:14:33,56.1,191.7,52.9,488.0,1,11,0,10754.369999999999,3.209450000000004,21.972949999999997,0.1084016393442623,0,5,96.7,93.5,72.2,39.3,32.23,0.080533,normal
B0256,2025-09-24 16:28:54,63.8,144.2,38.3,499.0,0,20,1,9199.96,4.490549999999992,25.527050000000003,0.07675350701402806,1,6,100.0,89.2,92.7,31.6,25.91,0.063327,bearing_wear
B0257,2025-09-23 19:34:58,64.7,122.2,31.9,503.0,1,9,0,7906.34,5.3905499999999975,47.52704999999999,0.06341948310139164,0,3,100.0,87.6,97.6,28.4,23.29,0.056461,normal
B0258,2025-09-16 03:20:03,54.4,179.7,47.8,491.0,0,10,1,9775.679999999998,4.909450000000007,9.972949999999997,0.09735234215885946,0,4,96.7,90.8,76.0,36.8,30.18,0.074949,normal
B0259,2025-09-24 16:21:38,52.5,221.6,58.6,515.0,1,20,0,11634.0,6.809450000000005,51.87295,0.1137864077669903,1,6,95.6,97.3,60.0,43.7,35.83,0.084854,bearing_wear
B0260,2025-09-19 11:46:13,66.5,118.0,30.5,505.0,0,12,1,7847.0,7.190549999999995,51.72704999999999,0.060396039603960394,0,6,100.0,87.0,100.0,28.6,23.45,0.056634,normal
B0261,2025-09-23 22:52:04,53.5,218.7,57.5,515.0,2,7,0,11700.449999999999,5.809450000000005,48.97295,0.11165048543689321,0,1,94.4,96.0,60.0,43.8,35.92,0.085049,calibration_needed
B0262,2025-09-27 16:52:19,41.9,280.4,74.3,523.0,2,16,1,11748.759999999998,17.409450000000007,110.67294999999999,0.14206500956022944,1,2,90.0,99.8,60.0,57.6,47.23,0.110134,wet_material
B0263,2025-09-17 05:35:51,64.5,145.0,36.6,501.0,1,7,2,9352.5,5.190549999999995,24.72704999999999,0.07305389221556886,0,1,99.8,87.2,93.8,31.7,25.99,0.063273,normal
B0264,2025-09-23 19:37:27,62.9,146.1,38.4,510.0,1,15,0,9189.689999999999,3.5905499999999932,23.627049999999997,0.07529411764705882,1,1,99.7,88.3,93.1,31.6,25.91,0.061961,normal
B0265,2025-09-26 04:01:20,53.2,216.8,57.2,507.0,2,14,0,11533.760000000002,6.1094500000000025,47.07295000000002,0.11282051282051282,1,0,94.0,97.3,60.0,43.6,35.75,0.085996,normal
